interfaceName,switchId,interfaceType,mode,networkOSType,adminState,allowedVlans,cdp,debounceTimer,description,extraConfig,fec,lacpPortPriority,lacpRate,policyType,portChannelId,portChannelMode,primaryInterface,ptp
Ethernet1/12,FLM300309AW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d034-m3-04-12-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel212,active,vPC212,FALSE
Ethernet1/13,FLM300309AW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d040-m3-04-14-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel213,active,vPC213,FALSE
Ethernet1/14,FLM300309AW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d040-m3-04-14-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel214,active,vPC214,FALSE
Ethernet1/15,FLM300309AW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d046-m3-04-16-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel215,active,vPC215,FALSE
Ethernet1/16,FLM300309AW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d046-m3-04-16-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel216,active,vPC216,FALSE
Ethernet1/17,FLM300309AW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d052-m3-04-18-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel217,active,vPC217,FALSE
Ethernet1/18,FLM300309AW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d052-m3-04-18-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel218,active,vPC218,FALSE
Ethernet1/1,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d004-m3-04-2-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel201,active,vPC201,FALSE
Ethernet1/2,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d004-m3-04-2-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel202,active,vPC202,FALSE
Ethernet1/3,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d010-m3-04-4-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel203,active,vPC203,FALSE
Ethernet1/4,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d010-m3-04-4-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel204,active,vPC204,FALSE
Ethernet1/5,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d016-m3-04-6-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel205,active,vPC205,FALSE
Ethernet1/6,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d016-m3-04-6-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel206,active,vPC206,FALSE
Ethernet1/7,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d022-m3-04-8-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel207,active,vPC207,FALSE
Ethernet1/8,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d022-m3-04-8-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel208,active,vPC208,FALSE
Ethernet1/9,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d028-m3-04-10-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel209,active,vPC209,FALSE
Ethernet1/10,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d028-m3-04-10-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel210,active,vPC210,FALSE
Ethernet1/11,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d034-m3-04-12-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel211,active,vPC211,FALSE
Ethernet1/12,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d034-m3-04-12-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel212,active,vPC212,FALSE
Ethernet1/13,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d040-m3-04-14-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel213,active,vPC213,FALSE
Ethernet1/14,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d040-m3-04-14-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel214,active,vPC214,FALSE
Ethernet1/15,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d046-m3-04-16-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel215,active,vPC215,FALSE
Ethernet1/16,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d046-m3-04-16-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel216,active,vPC216,FALSE
Ethernet1/17,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d052-m3-04-18-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel217,active,vPC217,FALSE
Ethernet1/18,FLM30023EBK,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d052-m3-04-18-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel218,active,vPC218,FALSE
Ethernet1/1,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d005-m3-05-2-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel201,active,vPC201,FALSE
Ethernet1/2,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d005-m3-05-2-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel202,active,vPC202,FALSE
Ethernet1/3,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d011-m3-05-4-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel203,active,vPC203,FALSE
Ethernet1/4,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d011-m3-05-4-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel204,active,vPC204,FALSE
Ethernet1/5,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d017-m3-05-6-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel205,active,vPC205,FALSE
Ethernet1/6,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d017-m3-05-6-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel206,active,vPC206,FALSE
Ethernet1/7,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d023-m3-05-8-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel207,active,vPC207,FALSE
Ethernet1/8,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d023-m3-05-8-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel208,active,vPC208,FALSE
Ethernet1/9,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d029-m3-05-10-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel209,active,vPC209,FALSE
Ethernet1/10,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d029-m3-05-10-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel210,active,vPC210,FALSE
Ethernet1/11,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d035-m3-05-12-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel211,active,vPC211,FALSE
Ethernet1/12,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d035-m3-05-12-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel212,active,vPC212,FALSE
Ethernet1/13,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d041-m3-05-14-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel213,active,vPC213,FALSE
Ethernet1/14,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d041-m3-05-14-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel214,active,vPC214,FALSE
Ethernet1/15,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d047-m3-05-16-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel215,active,vPC215,FALSE
Ethernet1/16,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d047-m3-05-16-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel216,active,vPC216,FALSE
Ethernet1/17,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d053-m3-05-18-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel217,active,vPC217,FALSE
Ethernet1/18,FLM30023DZW,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d053-m3-05-18-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel218,active,vPC218,FALSE
Ethernet1/1,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d005-m3-05-2-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel201,active,vPC201,FALSE
Ethernet1/2,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d005-m3-05-2-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel202,active,vPC202,FALSE
Ethernet1/3,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d011-m3-05-4-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel203,active,vPC203,FALSE
Ethernet1/4,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d011-m3-05-4-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel204,active,vPC204,FALSE
Ethernet1/5,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d017-m3-05-6-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel205,active,vPC205,FALSE
Ethernet1/6,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d017-m3-05-6-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel206,active,vPC206,FALSE
Ethernet1/7,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d023-m3-05-8-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel207,active,vPC207,FALSE
Ethernet1/8,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d023-m3-05-8-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel208,active,vPC208,FALSE
Ethernet1/9,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d029-m3-05-10-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel209,active,vPC209,FALSE
Ethernet1/10,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d029-m3-05-10-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel210,active,vPC210,FALSE
Ethernet1/11,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d035-m3-05-12-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel211,active,vPC211,FALSE
Ethernet1/12,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d035-m3-05-12-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel212,active,vPC212,FALSE
Ethernet1/13,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d041-m3-05-14-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel213,active,vPC213,FALSE
Ethernet1/14,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d041-m3-05-14-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel214,active,vPC214,FALSE
Ethernet1/15,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d047-m3-05-16-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel215,active,vPC215,FALSE
Ethernet1/16,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d047-m3-05-16-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel216,active,vPC216,FALSE
Ethernet1/17,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d053-m3-05-18-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel217,active,vPC217,FALSE
Ethernet1/18,FLM300238L2,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d053-m3-05-18-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel218,active,vPC218,FALSE
Ethernet1/1,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d006-m3-06-2-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel201,active,vPC201,FALSE
Ethernet1/2,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d006-m3-06-2-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel202,active,vPC202,FALSE
Ethernet1/3,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d012-m3-06-4-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel203,active,vPC203,FALSE
Ethernet1/4,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d012-m3-06-4-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel204,active,vPC204,FALSE
Ethernet1/5,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d018-m3-06-6-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel205,active,vPC205,FALSE
Ethernet1/6,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d018-m3-06-6-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel206,active,vPC206,FALSE
Ethernet1/7,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d024-m3-06-8-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel207,active,vPC207,FALSE
Ethernet1/8,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d024-m3-06-8-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel208,active,vPC208,FALSE
Ethernet1/9,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d030-m3-06-10-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel209,active,vPC209,FALSE
Ethernet1/10,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d030-m3-06-10-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel210,active,vPC210,FALSE
Ethernet1/11,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d036-m3-06-12-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel211,active,vPC211,FALSE
Ethernet1/12,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d036-m3-06-12-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel212,active,vPC212,FALSE
Ethernet1/13,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d042-m3-06-14-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel213,active,vPC213,FALSE
Ethernet1/14,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d042-m3-06-14-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel214,active,vPC214,FALSE
Ethernet1/15,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d048-m3-06-16-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel215,active,vPC215,FALSE
Ethernet1/16,FLM30054E11,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d048-m3-06-16-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel216,active,vPC216,FALSE
Ethernet1/2,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d001-m3-01-2-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel202,active,vPC202,FALSE
Ethernet1/3,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d007-m3-01-4-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel203,active,vPC203,FALSE
Ethernet1/4,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d007-m3-01-4-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel204,active,vPC204,FALSE
Ethernet1/5,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d013-m3-01-6-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel205,active,vPC205,FALSE
Ethernet1/6,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d013-m3-01-6-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel206,active,vPC206,FALSE
Ethernet1/7,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d019-m3-01-8-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel207,active,vPC207,FALSE
Ethernet1/8,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d019-m3-01-8-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel208,active,vPC208,FALSE
Ethernet1/9,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d025-m3-01-10-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel209,active,vPC209,FALSE
Ethernet1/10,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d025-m3-01-10-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel210,active,vPC210,FALSE
Ethernet1/11,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d031-m3-01-12-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel211,active,vPC211,FALSE
Ethernet1/12,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d031-m3-01-12-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel212,active,vPC212,FALSE
Ethernet1/13,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d037-m3-01-14-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel213,active,vPC213,FALSE
Ethernet1/14,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d037-m3-01-14-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel214,active,vPC214,FALSE
Ethernet1/15,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d043-m3-01-16-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel215,active,vPC215,FALSE
Ethernet1/16,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d043-m3-01-16-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel216,active,vPC216,FALSE
Ethernet1/17,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d049-m3-01-18-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel217,active,vPC217,FALSE
Ethernet1/18,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d049-m3-01-18-nic2-port3,lacp rate fast,auto,32768,normal,vpcMember,port-channel218,active,vPC218,FALSE
Ethernet1/1,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d001-m3-01-2-nic1-port1,lacp rate fast,auto,32768,normal,vpcMember,port-channel201,active,vPC201,FALSE
Ethernet1/19,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bplcmm001-m3-01-20-ocp-p1,,auto,32768,fast,vpcMember,port-channel219,active,vPC219,FALSE
Ethernet1/20,FLM30054DZC,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bplcmm001-m3-01-20-nic2-p1,,auto,32768,fast,vpcMember,port-channel219,active,vPC219,FALSE
Ethernet1/2,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d001-m3-01-2-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel202,active,vPC202,FALSE
Ethernet1/3,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d007-m3-01-4-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel203,active,vPC203,FALSE
Ethernet1/4,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d007-m3-01-4-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel204,active,vPC204,FALSE
Ethernet1/5,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d013-m3-01-6-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel205,active,vPC205,FALSE
Ethernet1/6,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d013-m3-01-6-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel206,active,vPC206,FALSE
Ethernet1/7,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d019-m3-01-8-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel207,active,vPC207,FALSE
Ethernet1/8,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0104bprhoso01d019-m3-01-8-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel208,active,vPC208,FALSE
Ethernet1/9,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d025-m3-01-10-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel209,active,vPC209,FALSE
Ethernet1/10,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0105bprhoso01d025-m3-01-10-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel210,active,vPC210,FALSE
Ethernet1/11,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d031-m3-01-12-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel211,active,vPC211,FALSE
Ethernet1/12,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0106bprhoso01d031-m3-01-12-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel212,active,vPC212,FALSE
Ethernet1/13,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d037-m3-01-14-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel213,active,vPC213,FALSE
Ethernet1/14,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d037-m3-01-14-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel214,active,vPC214,FALSE
Ethernet1/15,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d043-m3-01-16-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel215,active,vPC215,FALSE
Ethernet1/16,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0102bprhoso01d043-m3-01-16-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel216,active,vPC216,FALSE
Ethernet1/17,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d049-m3-01-18-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel217,active,vPC217,FALSE
Ethernet1/18,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0103bprhoso01d049-m3-01-18-nic2-port4,lacp rate fast,auto,32768,normal,vpcMember,port-channel218,active,vPC218,FALSE
Ethernet1/1,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bprhoso01d001-m3-01-2-nic1-port2,lacp rate fast,auto,32768,normal,vpcMember,port-channel201,active,vPC201,FALSE
Ethernet1/19,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bplcmm001-m3-01-20-ocp-p2,,auto,32768,fast,vpcMember,port-channel219,active,vPC219,FALSE
Ethernet1/20,FLM30023E5U,ethernet,trunk,nx-os,TRUE,none,TRUE,100,to_sc0101bplcmm001-m3-01-20-nic2-p2,,auto,32768,fast,vpcMember,port-channel219,active,vPC219,FALSE
